분류코드,카테고리
1464,생활/건강>욕실용품>욕조/반신욕용품>이동식욕조
1465,생활/건강>욕실용품>욕조/반신욕용품>반신욕조
1466,생활/건강>욕실용품>욕조/반신욕용품>욕조트레이/소품
1468,생활/건강>욕실용품>욕실잡화>변기커버
1469,생활/건강>욕실용품>욕실잡화>욕실세트
1470,생활/건강>욕실용품>욕실잡화>욕실의자
1471,생활/건강>욕실용품>욕실잡화>욕실화
1472,생활/건강>욕실용품>욕실잡화>바가지
1473,생활/건강>욕실용품>욕실잡화>세숫대야
1474,생활/건강>욕실용품>욕실잡화>여행용세트
1476,생활/건강>욕실용품>샤워기/수전용품>샤워기
1477,생활/건강>욕실용품>샤워기/수전용품>샤워호스
1478,생활/건강>욕실용품>샤워기/수전용품>수도/수전용품
1479,생활/건강>욕실용품>샤워기/수전용품>녹물제거/샤워기필터
1480,생활/건강>욕실용품>샤워기/수전용품>배수구캡
1481,생활/건강>욕실용품>샤워기/수전용품>욕실부속품
1483,생활/건강>욕실용품>면도용품>면도기
1484,생활/건강>욕실용품>면도용품>면도기날
1486,생활/건강>세탁용품>빨래건조대>이동접이식
1487,생활/건강>세탁용품>빨래건조대>천장부착식
1489,생활/건강>건강측정용품>체중계>디지털체중계
1490,생활/건강>건강측정용품>체중계>아날로그체중계
1492,생활/건강>실버용품>휠체어>스틸휠체어
1493,생활/건강>실버용품>휠체어>알루미늄휠체어
1494,생활/건강>실버용품>휠체어>전동휠체어
1496,디지털/가전>음향가전>오디오>휴대폰도킹스피커/오디오
1497,디지털/가전>음향가전>오디오>일체형오디오
1498,디지털/가전>음향가전>오디오>분리형오디오
1500,디지털/가전>음향가전>스피커>스피커단품
1501,디지털/가전>음향가전>스피커>스피커세트
1502,디지털/가전>음향가전>스피커>블루투스스피커
1504,디지털/가전>음향가전>카세트플레이어>워크맨
1505,디지털/가전>음향가전>카세트플레이어>일반카세트
1506,디지털/가전>음향가전>카세트플레이어>CD카세트
1508,디지털/가전>음향가전>마이크>일반마이크
1509,디지털/가전>음향가전>마이크>무선마이크
1510,디지털/가전>음향가전>마이크>마이크주변기기
1512,디지털/가전>음향가전>MP3/PMP액세서리>배터리
1513,디지털/가전>음향가전>MP3/PMP액세서리>보호필름
1514,디지털/가전>음향가전>MP3/PMP액세서리>충전기
1515,디지털/가전>음향가전>MP3/PMP액세서리>케이스
1516,디지털/가전>음향가전>MP3/PMP액세서리>기타 MP3/PMP액세서리
1518,디지털/가전>음향가전>블루투스셋>블루투스이어폰/이어셋
1519,디지털/가전>음향가전>블루투스셋>블루투스헤드폰/헤드셋
1520,디지털/가전>음향가전>블루투스셋>블루투스동글
1522,디지털/가전>음향가전>이어폰/헤드폰액세서리>케이스/파우치
1523,디지털/가전>음향가전>이어폰/헤드폰액세서리>캡/솜/팁
1524,디지털/가전>음향가전>이어폰/헤드폰액세서리>거치대
1525,디지털/가전>음향가전>이어폰/헤드폰액세서리>연장선/케이블
1526,디지털/가전>음향가전>이어폰/헤드폰액세서리>정리기
1527,디지털/가전>음향가전>이어폰/헤드폰액세서리>기타이어폰/헤드폰액세서리
1529,디지털/가전>생활가전>세탁기>일반세탁기
1530,디지털/가전>생활가전>세탁기>드럼세탁기
1531,디지털/가전>생활가전>세탁기>미니세탁기
1533,디지털/가전>생활가전>건조기/탈수기>의류건조기
1534,디지털/가전>생활가전>건조기/탈수기>신발건조기
1535,디지털/가전>생활가전>건조기/탈수기>탈수기
1537,디지털/가전>생활가전>청소기>유선청소기
1538,디지털/가전>생활가전>청소기>무선청소기
1539,디지털/가전>생활가전>청소기>스팀청소기
1540,디지털/가전>생활가전>청소기>로봇청소기
1541,디지털/가전>생활가전>청소기>침구청소기
1542,디지털/가전>생활가전>청소기>업소용청소기
1543,디지털/가전>생활가전>청소기>청소기액세서리
1545,디지털/가전>생활가전>다리미>스팀다리미
1546,디지털/가전>생활가전>다리미>건식다리미
1548,디지털/가전>생활가전>디지털도어록>보조키형
1549,디지털/가전>생활가전>디지털도어록>주키형
1551,디지털/가전>생활가전>무전기>생활용무전기
1552,디지털/가전>생활가전>무전기>업무용무전기
1553,디지털/가전>생활가전>무전기>무전기액세서리
1555,디지털/가전>생활가전>스탠드>LED스탠드
1556,디지털/가전>생활가전>스탠드>삼파장스탠드
1557,디지털/가전>생활가전>스탠드>오파장스탠드
1558,디지털/가전>생활가전>스탠드>일반스탠드
1559,디지털/가전>생활가전>스탠드>칠파장스탠드
1561,디지털/가전>생활가전>전화기>유선전화기
1562,디지털/가전>생활가전>전화기>무선전화기
1563,디지털/가전>생활가전>전화기>유무선전화기
1565,디지털/가전>생활가전>구강청정기>전동칫솔
1566,디지털/가전>생활가전>구강청정기>전동칫솔모
1567,디지털/가전>생활가전>구강청정기>구강세정기
1568,디지털/가전>생활가전>구강청정기>칫솔살균기
1570,디지털/가전>이미용가전>면도기>남성용면도기
1571,디지털/가전>이미용가전>면도기>여성용면도기
1573,디지털/가전>이미용가전>면도기소모품>면도날/망
1574,디지털/가전>이미용가전>면도기소모품>세정액
1575,디지털/가전>이미용가전>면도기소모품>기타면도기소모품
1576,식품>음료>차류>홍차
1577,식품>음료>차류>허브차
1578,식품>음료>차류>보이차
1579,식품>음료>차류>기타차
1581,식품>유가공품>치즈>슬라이스치즈
1582,식품>유가공품>치즈>피자치즈
1583,식품>유가공품>치즈>크림치즈
1584,식품>유가공품>치즈>기타치즈
1586,식품>건강식품>비타민제>멀티비타민
1587,식품>건강식품>비타민제>비타민A
1588,식품>건강식품>비타민제>비타민B
1589,식품>건강식품>비타민제>비타민C
1590,식품>건강식품>비타민제>기타비타민
1592,식품>건강식품>한방재료>가시오가피
1593,식품>건강식품>한방재료>감초
1594,식품>건강식품>한방재료>계피
1595,식품>건강식품>한방재료>구기자
1596,식품>건강식품>한방재료>녹용
1597,식품>건강식품>한방재료>산수유
1598,식품>건강식품>한방재료>오미자
1599,식품>건강식품>한방재료>헛개나무
1600,식품>건강식품>한방재료>황기
1602,식품>건강식품>영양제>로얄제리
1603,식품>건강식품>영양제>엽산
1604,식품>건강식품>영양제>아연
1605,식품>건강식품>영양제>철분
1606,식품>건강식품>영양제>칼슘
1607,식품>건강식품>영양제>마그네슘
1608,식품>건강식품>영양제>프로폴리스
1609,식품>건강식품>영양제>글루코사민
1610,식품>건강식품>영양제>오메가3
1611,식품>건강식품>영양제>감마리놀렌산
1613,식품>농산물>건과류>감말랭이
1614,식품>농산물>건과류>건망고
1615,식품>농산물>건과류>건바나나
1616,식품>농산물>건과류>건자두
1617,식품>농산물>건과류>건포도
1618,식품>농산물>건과류>곶감
1619,식품>농산물>건과류>기타건과류
1621,식품>축산물>알류>훈제란
1624,식품>수산물>젓갈/장류>대하장
1625,식품>농산물>채소>브로콜리
1626,식품>농산물>채소>건나물
1627,식품>농산물>채소>산나물
1628,식품>농산물>채소>삶은나물
1630,생활/건강>수납/정리용품>선반/진열대>벽걸이선반/진열대
1631,생활/건강>수납/정리용품>선반/진열대>코너선반/진열대
1632,생활/건강>수납/정리용품>선반/진열대>이동식선반/진열대
1634,생활/건강>수납/정리용품>정리함>속옷정리함
1635,생활/건강>수납/정리용품>정리함>부직포정리함
1636,생활/건강>수납/정리용품>정리함>종이정리함
1637,생활/건강>수납/정리용품>정리함>소품정리함
1638,생활/건강>수납/정리용품>정리함>신발정리대
1640,생활/건강>수납/정리용품>옷걸이>일반옷걸이
1641,생활/건강>수납/정리용품>옷걸이>바지걸이
1643,생활/건강>청소용품>휴지통>압축휴지통
1644,생활/건강>청소용품>휴지통>다용도휴지통
1645,생활/건강>청소용품>휴지통>음식물쓰레기통
1646,생활/건강>청소용품>휴지통>분리수거함
1648,생활/건강>생활용품>화장지>갑티슈
1649,생활/건강>생활용품>화장지>여행티슈
1650,생활/건강>생활용품>화장지>냅킨
1651,생활/건강>생활용품>화장지>롤화장지
1652,생활/건강>생활용품>화장지>세정티슈
1653,생활/건강>생활용품>화장지>점보롤
1654,생활/건강>생활용품>화장지>키친타월
1655,생활/건강>생활용품>화장지>페이퍼타월
1656,생활/건강>생활용품>화장지>화장지세트
1657,생활/건강>생활용품>화장지>화장지케이스
1659,생활/건강>생활용품>생리대>일반생리대
1660,생활/건강>생활용품>생리대>체내형생리대
1662,생활/건강>생활용품>성인용기저귀>산모용
1663,생활/건강>생활용품>성인용기저귀>환자용
1664,생활/건강>생활용품>성인용기저귀>요실금용
1665,생활/건강>생활용품>성인용기저귀>위생매트
1667,생활/건강>생활용품>세제/세정제>일반주방세제
1668,생활/건강>생활용품>세제/세정제>식기세척기전용세제
1669,생활/건강>생활용품>세제/세정제>베이킹소다/구연산
1670,생활/건강>생활용품>세제/세정제>곰팡이제거제
1671,생활/건강>생활용품>세제/세정제>살균소독제
1672,생활/건강>생활용품>세제/세정제>배수구세정제
1673,생활/건강>생활용품>세제/세정제>변기세정제
1674,생활/건강>생활용품>세제/세정제>세탁조세정제
1675,생활/건강>생활용품>세제/세정제>에어컨세정제
1676,생활/건강>생활용품>세제/세정제>가습기세정제
1677,생활/건강>생활용품>세제/세정제>유리세정제
1678,생활/건강>생활용품>세제/세정제>광택제
1679,생활/건강>생활용품>세제/세정제>세탁세제
1680,생활/건강>생활용품>세제/세정제>빨래비누
1682,디지털/가전>계절가전>냉풍기>일반용냉풍기
1683,디지털/가전>계절가전>냉풍기>업소용냉풍기
1685,디지털/가전>계절가전>선풍기>스탠드형선풍기
1686,디지털/가전>계절가전>선풍기>벽걸이형선풍기
1687,디지털/가전>계절가전>선풍기>타워형선풍기
1688,디지털/가전>계절가전>선풍기>천장형선풍기
1689,디지털/가전>계절가전>선풍기>탁상형선풍기
1690,디지털/가전>계절가전>선풍기>휴대용선풍기
1691,디지털/가전>계절가전>선풍기>업소용선풍기
1693,디지털/가전>계절가전>에어컨>스탠드형에어컨
1694,디지털/가전>계절가전>에어컨>벽걸이형에어컨
1695,디지털/가전>계절가전>에어컨>멀티형에어컨
1696,디지털/가전>계절가전>에어컨>창문형에어컨
1697,디지털/가전>계절가전>에어컨>업소형에어컨
1698,디지털/가전>계절가전>에어컨>시스템에어컨
1699,디지털/가전>계절가전>에어컨>이동식에어컨
1701,디지털/가전>계절가전>온풍기>전기온풍기
1702,디지털/가전>계절가전>온풍기>가스온풍기
1703,디지털/가전>계절가전>온풍기>석유온풍기
1704,디지털/가전>계절가전>온풍기>돈풍기
1706,디지털/가전>계절가전>온수기>전기온수기
1707,디지털/가전>계절가전>온수기>가스온수기
1709,디지털/가전>계절가전>보일러>가스보일러
1710,디지털/가전>계절가전>보일러>석유보일러
1711,디지털/가전>계절가전>보일러>전기보일러
1713,디지털/가전>계절가전>가습기>자연식가습기
1714,디지털/가전>계절가전>가습기>가열식가습기
1715,디지털/가전>계절가전>가습기>초음파식가습기
1716,디지털/가전>계절가전>가습기>복합식가습기
1717,디지털/가전>계절가전>가습기>가습기필터
1719,디지털/가전>계절가전>공기정화기>공기청정기
1720,디지털/가전>계절가전>공기정화기>산림욕기
1721,디지털/가전>계절가전>공기정화기>환풍기
1722,디지털/가전>계절가전>공기정화기>공기정화기필터
1724,디지털/가전>계절가전>제습기>일반용제습기
1725,디지털/가전>계절가전>제습기>업소용제습기
1727,디지털/가전>계절가전>전기매트/장판>황토매트
1728,디지털/가전>계절가전>전기매트/장판>카페트매트
1729,디지털/가전>계절가전>전기매트/장판>옥매트
1730,디지털/가전>계절가전>전기매트/장판>기타전기매트
1732,디지털/가전>계절가전>전기요/담요/방석>전기담요
1733,디지털/가전>계절가전>전기요/담요/방석>전기방석
1735,디지털/가전>주방가전>냉장고>양문형냉장고
1736,디지털/가전>주방가전>냉장고>일반형냉장고
1737,디지털/가전>주방가전>냉장고>업소용냉장고
1739,디지털/가전>주방가전>김치냉장고>스탠드형
1740,디지털/가전>주방가전>김치냉장고>뚜껑형
1741,디지털/가전>주방가전>김치냉장고>서랍형
1742,디지털/가전>주방가전>김치냉장고>업소용
1744,디지털/가전>주방가전>전용냉장고>반찬냉장고
1745,디지털/가전>주방가전>전용냉장고>쌀냉장고
1746,디지털/가전>주방가전>전용냉장고>와인냉장고
1747,디지털/가전>주방가전>전용냉장고>제빙기
1748,디지털/가전>주방가전>전용냉장고>화장품냉장고
1750,디지털/가전>주방가전>가스레인지>일반가스레인지
1751,디지털/가전>주방가전>가스레인지>빌트인가스레인지
1752,디지털/가전>주방가전>가스레인지>업소용가스레인지
1754,디지털/가전>주방가전>전기밥솥>압력밥솥
1755,디지털/가전>주방가전>전기밥솥>일반밥솥
1756,디지털/가전>주방가전>전기밥솥>업소용밥솥
1758,디지털/가전>주방가전>오븐>전기오븐
1759,디지털/가전>주방가전>오븐>오븐레인지
1760,디지털/가전>주방가전>오븐>오븐조리기
1762,디지털/가전>주방가전>식기세척/건조기>식기세척기
1763,디지털/가전>주방가전>식기세척/건조기>식기건조기
1764,디지털/가전>주방가전>식기세척/건조기>과일야채세척기
1766,디지털/가전>주방가전>전기포트>무선포트
1767,디지털/가전>주방가전>전기포트>라면포트
1768,디지털/가전>주방가전>전기포트>보온포트
1769,디지털/가전>주방가전>전기포트>유선포트
1770,디지털/가전>주방가전>전기포트>전기물통
1772,디지털/가전>주방가전>정수기>냉정수기
1773,디지털/가전>주방가전>정수기>냉온정수기
1774,디지털/가전>주방가전>정수기>냉온수기
1775,디지털/가전>주방가전>정수기>미니정수기
1776,디지털/가전>주방가전>정수기>정수기필터
1777,식품>음료>차류>옥수수차
1778,식품>음료>차류>유자차
1779,식품>음료>차류>율무차
1780,식품>음료>커피>커피음료
1781,식품>음료>커피>커피믹스/인스턴트커피
1782,식품>음료>커피>프림
1783,식품>건강식품>영양제>루테인
1784,식품>건강식품>영양제>스쿠알렌
1785,식품>건강식품>영양제>쏘팔메토
1786,식품>건강식품>영양제>키토산
1787,식품>건강식품>영양제>효모
1788,식품>건강식품>영양제>기타건강보조식품
1789,식품>건강식품>영양제>알로에정/겔
1790,식품>건강식품>영양제>코큐텐
1791,식품>건강식품>영양제>스피루리나
1792,식품>건강식품>영양제>클로렐라
1793,식품>건강식품>한방재료>기타한방재료
1795,스포츠/레저>등산>등산의류>재킷
1796,스포츠/레저>등산>등산의류>점퍼
1797,스포츠/레저>등산>등산의류>조끼
1798,스포츠/레저>등산>등산의류>반팔티셔츠
1799,스포츠/레저>등산>등산의류>긴팔티셔츠
1800,스포츠/레저>등산>등산의류>바지
1801,스포츠/레저>등산>등산의류>세트
1802,스포츠/레저>등산>등산의류>기능성언더웨어
1804,스포츠/레저>등산>등산잡화>모자
1805,스포츠/레저>등산>등산잡화>장갑
1806,스포츠/레저>등산>등산잡화>양말
1808,스포츠/레저>등산>등산장비>아이젠
1809,스포츠/레저>등산>등산장비>스패츠
1810,스포츠/레저>등산>등산장비>나침반
1811,스포츠/레저>등산>등산장비>로프
1812,스포츠/레저>등산>등산장비>GPS
1813,스포츠/레저>등산>등산장비>스틱
1814,스포츠/레저>등산>등산장비>카라비너
1815,스포츠/레저>등산>등산장비>손난로
1816,스포츠/레저>등산>등산장비>핫팩
1818,스포츠/레저>캠핑>텐트>1-2인용
1819,스포츠/레저>캠핑>텐트>2-3인용
1820,스포츠/레저>캠핑>텐트>3-4인용
1821,스포츠/레저>캠핑>텐트>4-5인용
1822,스포츠/레저>캠핑>텐트>6-7인용
1823,스포츠/레저>캠핑>텐트>7-8인용
1824,스포츠/레저>캠핑>텐트>9인용 이상
1826,스포츠/레저>캠핑>랜턴>손전등
1827,스포츠/레저>캠핑>랜턴>실내등
1828,스포츠/레저>캠핑>랜턴>헤드랜턴
1830,스포츠/레저>캠핑>취사용품>코펠
1831,스포츠/레저>캠핑>취사용품>버너
1832,스포츠/레저>캠핑>취사용품>더치오븐
1833,스포츠/레저>캠핑>취사용품>바비큐그릴/화로대
1834,스포츠/레저>캠핑>취사용품>캠핑컵
1835,스포츠/레저>캠핑>취사용품>연료
1836,스포츠/레저>캠핑>취사용품>휴대용가스레인지
1837,스포츠/레저>캠핑>취사용품>기타취사용품
1839,스포츠/레저>골프>골프클럽>드라이버
1840,스포츠/레저>골프>골프클럽>페어웨이우드
1841,스포츠/레저>골프>골프클럽>아이언
1842,생활/건강>생활용품>세제/세정제>울세제
1843,생활/건강>생활용품>세제/세정제>홈드라이
1844,생활/건강>생활용품>세제/세정제>세탁보조제
1846,생활/건강>생활용품>섬유유연제>일반섬유유연제
1847,생활/건강>생활용품>섬유유연제>고농축섬유유연제
1848,생활/건강>생활용품>섬유유연제>시트형섬유유연제
1850,생활/건강>생활용품>제습/방향/탈취>실내용방향제
1851,생활/건강>생활용품>제습/방향/탈취>차량용방향제
1852,생활/건강>생활용품>제습/방향/탈취>새집증후군/진드기
1853,생활/건강>생활용품>제습/방향/탈취>섬유탈취스프레이
1854,생활/건강>생활용품>제습/방향/탈취>실내탈취제
1855,생활/건강>생활용품>제습/방향/탈취>옷장탈취제
1856,생활/건강>생활용품>제습/방향/탈취>냉장/냉동고탈취제
1857,생활/건강>생활용품>제습/방향/탈취>신발/신발장탈취제
1858,생활/건강>생활용품>제습/방향/탈취>차량용탈취제
1859,생활/건강>생활용품>제습/방향/탈취>제습제
1860,생활/건강>생활용품>제습/방향/탈취>숯
1862,생활/건강>생활용품>해충퇴치용품>모기향
1863,생활/건강>생활용품>해충퇴치용품>에어졸/스프레이
1864,생활/건강>생활용품>해충퇴치용품>리퀴드
1865,생활/건강>생활용품>해충퇴치용품>매트형
1866,생활/건강>생활용품>해충퇴치용품>겔
1867,생활/건강>생활용품>해충퇴치용품>아로마/로션
1868,생활/건강>생활용품>해충퇴치용품>모기채/파리채
1869,생활/건강>생활용품>해충퇴치용품>끈끈이
1871,생활/건강>생활용품>생활잡화>돗자리/매트
1872,생활/건강>생활용품>생활잡화>모기장
1873,생활/건강>생활용품>생활잡화>문풍지
1874,생활/건강>생활용품>생활잡화>단열시트
1875,생활/건강>생활용품>생활잡화>방풍막/방풍비닐
1876,생활/건강>생활용품>생활잡화>분무기
1877,생활/건강>생활용품>생활잡화>쇼핑백
1878,생활/건강>생활용품>생활잡화>핸드카트
1879,생활/건강>생활용품>생활잡화>신발관리도구
1880,생활/건강>생활용품>생활잡화>재떨이
1881,생활/건강>생활용품>생활잡화>호출벨
1883,생활/건강>생활용품>보안용품>CCTV
1884,생활/건강>생활용품>보안용품>모형카메라
1885,생활/건강>생활용품>보안용품>자물쇠/열쇠
1886,생활/건강>생활용품>보안용품>도어락/안전고리
1887,생활/건강>생활용품>보안용품>경보기
1888,생활/건강>생활용품>보안용품>호신용품
1889,생활/건강>생활용품>보안용품>기타보안용품
1891,생활/건강>블루레이>영화>국내영화
1892,생활/건강>블루레이>영화>해외영화
1894,생활/건강>블루레이>드라마>국내TV드라마
1895,생활/건강>블루레이>드라마>해외TV드라마
1896,디지털/가전>주방가전>정수기>기타정수기주변기기
1898,디지털/가전>주방가전>커피머신>에스프레소머신
1899,디지털/가전>주방가전>커피머신>캡슐/POD머신
1901,디지털/가전>주방가전>토스터기>팝업토스터기
1903,디지털/가전>주방가전>전기쿠커>슬로우쿠커
1904,디지털/가전>주방가전>전기쿠커>전기냄비
1905,디지털/가전>주방가전>전기쿠커>전기찜기
1906,디지털/가전>주방가전>전기쿠커>에그마스터
1908,디지털/가전>자동차기기>블랙박스/액세서리>블랙박스
1909,디지털/가전>자동차기기>블랙박스/액세서리>블랙박스액세서리
1911,디지털/가전>자동차기기>내비게이션/액세서리>내비게이션
1912,디지털/가전>자동차기기>내비게이션/액세서리>내비게이션액세서리
1914,디지털/가전>자동차기기>하이패스/GPS>하이패스
1915,디지털/가전>자동차기기>하이패스/GPS>차량용GPS
1916,디지털/가전>자동차기기>하이패스/GPS>하이패스액세서리
1918,디지털/가전>자동차기기>전방/후방카메라>후방카메라
1919,디지털/가전>자동차기기>전방/후방카메라>후방감지기
1920,디지털/가전>자동차기기>전방/후방카메라>전방카메라
1921,디지털/가전>자동차기기>전방/후방카메라>전방감지기
1922,디지털/가전>자동차기기>전방/후방카메라>이동식카메라감지기
1924,디지털/가전>자동차기기>자동차TV/모니터>인대쉬형
1925,디지털/가전>자동차기기>자동차TV/모니터>거치형
1926,디지털/가전>자동차기기>자동차TV/모니터>천장형
1927,디지털/가전>자동차기기>자동차TV/모니터>헤드레스트형
1928,디지털/가전>자동차기기>자동차TV/모니터>기타차량용TV/모니터
1930,디지털/가전>자동차기기>카오디오음향기기>스피커
1931,디지털/가전>자동차기기>카오디오음향기기>우퍼
1932,디지털/가전>자동차기기>카오디오음향기기>앰프
1933,디지털/가전>자동차기기>카오디오음향기기>음향기기기타
1935,디지털/가전>자동차기기>카팩>무선
1936,디지털/가전>자동차기기>카팩>유선
1938,디지털/가전>자동차기기>헤드유닛>CD/MP3플레이어
1939,디지털/가전>자동차기기>헤드유닛>DVD플레이어
1940,디지털/가전>자동차기기>헤드유닛>CD/DVD체인저
1941,디지털/가전>자동차기기>헤드유닛>헤드유닛패키지
1943,디지털/가전>자동차기기>방음/방진용품>방음/방진/흡음
1944,디지털/가전>자동차기기>방음/방진용품>방청용품
1945,디지털/가전>자동차기기>방음/방진용품>실내원단
1947,디지털/가전>자동차기기>자동차AV용품>노이즈필터
1948,디지털/가전>자동차기기>자동차AV용품>레벨미터
1949,디지털/가전>자동차기기>자동차AV용품>서랍장
1950,디지털/가전>자동차기기>자동차AV용품>전원보강용품
1951,디지털/가전>자동차기기>자동차AV용품>리모컨
1952,디지털/가전>자동차기기>자동차AV용품>기타자동차AV용품
1954,디지털/가전>학습기기>학습기기액세서리>보호필름/키스킨
1955,디지털/가전>학습기기>학습기기액세서리>케이스/파우치
1956,디지털/가전>학습기기>학습기기액세서리>충전기/케이블
1958,디지털/가전>게임기/타이틀>게임기주변기기>조이스틱/컨트롤러
1959,디지털/가전>게임기/타이틀>게임기주변기기>가방/케이스
1960,디지털/가전>게임기/타이틀>게임기주변기기>보호필름/스킨
1961,디지털/가전>게임기/타이틀>게임기주변기기>충전기기
1962,디지털/가전>게임기/타이틀>게임기주변기기>음향기기
1963,디지털/가전>게임기/타이틀>게임기주변기기>기타주변기기
1965,디지털/가전>PC액세서리>USB액세서리>USB허브
1966,디지털/가전>PC액세서리>USB액세서리>USB라이트
1967,디지털/가전>PC액세서리>USB액세서리>USB보온제품
1968,디지털/가전>PC액세서리>USB액세서리>USB잠금장치
1969,스포츠/레저>골프>골프클럽>하이브리드/유틸리티
1970,스포츠/레저>골프>골프클럽>웨지
1971,스포츠/레저>골프>골프클럽>치퍼
1972,스포츠/레저>골프>골프클럽>퍼터
1973,스포츠/레저>골프>골프클럽>연습용클럽
1974,스포츠/레저>골프>골프클럽>주니어용클럽
1975,스포츠/레저>골프>골프클럽>풀세트
1976,스포츠/레저>골프>골프클럽>피팅헤드/샤프트
1978,스포츠/레저>골프>골프백>보스턴백
1979,스포츠/레저>골프>골프백>캐디백
1980,스포츠/레저>골프>골프백>하프백
1981,스포츠/레저>골프>골프백>항공커버
1982,스포츠/레저>골프>골프백>골프파우치
1983,스포츠/레저>골프>골프백>골프백세트
1985,스포츠/레저>골프>골프의류>티셔츠
1986,스포츠/레저>골프>골프의류>니트
1987,스포츠/레저>골프>골프의류>점퍼
1988,스포츠/레저>골프>골프의류>재킷
1989,스포츠/레저>골프>골프의류>조끼
1990,스포츠/레저>골프>골프의류>바지
1991,스포츠/레저>골프>골프의류>스커트
1993,스포츠/레저>골프>골프잡화>장갑
1994,스포츠/레저>골프>골프잡화>모자
1995,스포츠/레저>골프>골프잡화>양말
1996,스포츠/레저>골프>골프잡화>벨트
1997,스포츠/레저>골프>골프잡화>슈즈백
1998,스포츠/레저>골프>골프잡화>스파이크
2000,스포츠/레저>골프>골프연습용품>퍼팅용품
2001,스포츠/레저>골프>골프연습용품>스윙용품
2002,스포츠/레저>골프>골프연습용품>실외용품
2004,스포츠/레저>골프>골프필드용품>거리측정기
2005,스포츠/레저>골프>골프필드용품>우산
2006,스포츠/레저>골프>골프필드용품>레인코트
2007,스포츠/레저>골프>골프필드용품>골프티
2008,스포츠/레저>골프>골프필드용품>그립
2009,스포츠/레저>골프>골프필드용품>헤드커버
2010,스포츠/레저>골프>골프필드용품>기타필드용품
2013,스포츠/레저>자전거>자전거/MTB>일반자전거
2014,스포츠/레저>자전거>자전거/MTB>MTB
2015,스포츠/레저>자전거>자전거/MTB>유사MTB
2016,스포츠/레저>자전거>자전거/MTB>미니벨로
2017,스포츠/레저>자전거>자전거/MTB>사이클
2018,스포츠/레저>자전거>자전거/MTB>전기자전거
2019,스포츠/레저>자전거>자전거/MTB>특수자전거
2020,스포츠/레저>자전거>자전거/MTB>하이브리드
2022,스포츠/레저>자전거>자전거용품>거치대
2023,스포츠/레저>자전거>자전거용품>공구
2024,스포츠/레저>자전거>자전거용품>물통
2025,스포츠/레저>자전거>자전거용품>케이지
2026,스포츠/레저>자전거>자전거용품>백미러
2027,스포츠/레저>자전거>자전거용품>벨
2028,스포츠/레저>자전거>자전거용품>보조바퀴
2029,스포츠/레저>자전거>자전거용품>보호대
2030,스포츠/레저>자전거>자전거용품>속도계
2031,스포츠/레저>자전거>자전거용품>자전거가방
2032,스포츠/레저>자전거>자전거용품>오일
2033,스포츠/레저>자전거>자전거용품>세척제
2034,스포츠/레저>자전거>자전거용품>자물쇠
2035,스포츠/레저>자전거>자전거용품>자전거라이트
2036,스포츠/레저>자전거>자전거용품>짐받이
2037,스포츠/레저>자전거>자전거용품>펌프
2038,스포츠/레저>자전거>자전거용품>헬멧
2039,스포츠/레저>자전거>자전거용품>흙받이
2040,스포츠/레저>자전거>자전거용품>기타자전거용품
2042,스포츠/레저>자전거>자전거부품>바엔드/그립
2043,스포츠/레저>자전거>자전거부품>변속기
2044,스포츠/레저>자전거>자전거부품>브레이크
2045,스포츠/레저>자전거>자전거부품>스탠드
2046,스포츠/레저>자전거>자전거부품>시트포스트
2047,스포츠/레저>자전거>자전거부품>안장
2048,스포츠/레저>자전거>자전거부품>체인
2049,스포츠/레저>자전거>자전거부품>클릿/페달
2050,스포츠/레저>자전거>자전거부품>타이어/튜브
2051,스포츠/레저>자전거>자전거부품>프레임/포크
2052,스포츠/레저>자전거>자전거부품>핸들바
2053,스포츠/레저>자전거>자전거부품>휠셋/림/스프라켓
2054,스포츠/레저>자전거>자전거부품>기타자전거부품
2056,스포츠/레저>자전거>자전거의류/잡화>상의
2057,스포츠/레저>자전거>자전거의류/잡화>하의
2058,스포츠/레저>자전거>자전거의류/잡화>상하세트
2059,스포츠/레저>자전거>자전거의류/잡화>신발
2060,스포츠/레저>자전거>자전거의류/잡화>장갑
2061,스포츠/레저>자전거>자전거의류/잡화>두건/밴드
2064,스포츠/레저>스키/보드>스키복>상의
2065,스포츠/레저>스키/보드>스키복>하의
2066,스포츠/레저>스키/보드>스키복>상하세트
2068,스포츠/레저>스키/보드>스키장비>부츠
2069,스포츠/레저>스키/보드>스키장비>폴
2070,스포츠/레저>스키/보드>스키장비>플레이트
2071,스포츠/레저>스키/보드>스키장비>스키세트
2073,스포츠/레저>스키/보드>보드복>재킷
2074,스포츠/레저>스키/보드>보드복>조끼
2075,스포츠/레저>스키/보드>보드복>티셔츠
2076,스포츠/레저>스키/보드>보드복>후드티
2077,스포츠/레저>스키/보드>보드복>하의
2078,스포츠/레저>스키/보드>보드복>상하세트
2080,스포츠/레저>스키/보드>스노보드장비>데크
2081,스포츠/레저>스키/보드>스노보드장비>바인딩
2082,디지털/가전>PC액세서리>USB액세서리>USB청소기
2083,디지털/가전>PC액세서리>USB액세서리>USB토이
2084,디지털/가전>PC액세서리>USB액세서리>기타USB액세서리
2086,디지털/가전>노트북액세서리>노트북보호필름>액정보호필름
2087,디지털/가전>노트북액세서리>노트북보호필름>전신보호필름
